"","uid","treatment","location","n","total_cells","normalized_cell_count"
"1333","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Dorsal auditory area, layer 5",6,4378,0.00137048880767474
"1334","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Prelimbic area, layer 5",87,4378,0.0198720877112837
"1335","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Supplemental somatosensory area, layer 1",9,4378,0.00205573321151211
"1336","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Ventral posteromedial nucleus of the thalamus",12,4378,0.00274097761534947
"1337","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Dorsal cochlear nucleus",5,4378,0.00114207400639561
"1338","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Inferior colliculus, external nucleus",38,4378,0.00867976244860667
"1339","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Primary somatosensory area, nose, layer 6a",7,4378,0.00159890360895386
"1340","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","fimbria",3,4378,0.000685244403837369
"1341","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Perirhinal area, layer 5",4,4378,0.000913659205116492
"1342","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","dorsal hippocampal commissure",3,4378,0.000685244403837369
"1343","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Secondary motor area, layer 5",101,4378,0.0230698949291914
"1344","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Posterior auditory area, layer 5",2,4378,0.000456829602558246
"1345","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Orbital area, lateral part, layer 6a",6,4378,0.00137048880767474
"1346","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Primary somatosensory area, mouth, layer 5",6,4378,0.00137048880767474
"1347","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Dentate gyrus, molecular layer",31,4378,0.00708085883965281
"1348","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Bed nuclei of the stria terminalis",9,4378,0.00205573321151211
"1349","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Primary auditory area, layer 1",3,4378,0.000685244403837369
"1350","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Lobule III",53,4378,0.0121059844677935
"1351","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Agranular insular area, posterior part, layer 5",6,4378,0.00137048880767474
"1352","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Primary auditory area, layer 2/3",7,4378,0.00159890360895386
"1353","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Folium-tuber vermis (VII)",7,4378,0.00159890360895386
"1354","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Primary somatosensory area, mouth, layer 6a",6,4378,0.00137048880767474
"1355","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","fourth ventricle",8,4378,0.00182731841023298
"1356","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Visceral area, layer 5",11,4378,0.00251256281407035
"1357","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Ectorhinal area/Layer 2/3",4,4378,0.000913659205116492
"1358","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Diagonal band nucleus",2,4378,0.000456829602558246
"1359","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Agranular insular area, posterior part, layer 2/3",11,4378,0.00251256281407035
"1360","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Ectorhinal area/Layer 5",12,4378,0.00274097761534947
"1361","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Mediodorsal nucleus of thalamus",4,4378,0.000913659205116492
"1362","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Ventral auditory area, layer 5",8,4378,0.00182731841023298
"1363","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Hippocampal formation",10,4378,0.00228414801279123
"1364","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","superior cerebelar peduncles",2,4378,0.000456829602558246
"1365","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Substantia innominata",5,4378,0.00114207400639561
"1366","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Posterolateral visual area, layer 5",3,4378,0.000685244403837369
"1367","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Hypothalamus",10,4378,0.00228414801279123
"1368","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Primary somatosensory area, upper limb, layer 4",2,4378,0.000456829602558246
"1369","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Retrosplenial area, lateral agranular part, layer 6a",4,4378,0.000913659205116492
"1370","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Parabrachial nucleus",5,4378,0.00114207400639561
"1371","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Orbital area, lateral part, layer 2/3",8,4378,0.00182731841023298
"1372","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Pontine reticular nucleus",9,4378,0.00205573321151211
"1373","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","third ventricle",2,4378,0.000456829602558246
"1374","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Anterior cingulate area, dorsal part, layer 5",106,4378,0.024211968935587
"1375","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Orbital area, medial part, layer 6a",5,4378,0.00114207400639561
"1376","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Ventral posterolateral nucleus of the thalamus",5,4378,0.00114207400639561
"1377","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Posterior complex of the thalamus",8,4378,0.00182731841023298
"1378","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Nodulus (X)",74,4378,0.0169026952946551
"1379","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Orbital area, ventrolateral part, layer 1",4,4378,0.000913659205116492
"1380","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","fiber tracts",4,4378,0.000913659205116492
"1381","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Anteromedial visual area, layer 5",2,4378,0.000456829602558246
"1382","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Tegmental reticular nucleus",3,4378,0.000685244403837369
"1383","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Paragigantocellular reticular nucleus, lateral part",3,4378,0.000685244403837369
"1384","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Retrosplenial area, ventral part, layer 2/3",4,4378,0.000913659205116492
"1385","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Temporal association areas, layer 2/3",2,4378,0.000456829602558246
"1386","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","middle cerebellar peduncle",10,4378,0.00228414801279123
"1387","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Agranular insular area, dorsal part, layer 6a",3,4378,0.000685244403837369
"1388","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Visceral area, layer 1",2,4378,0.000456829602558246
"1389","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Lateral septal nucleus, caudal (caudodorsal) part",7,4378,0.00159890360895386
"1390","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Anterior cingulate area, ventral part, layer 2/3",22,4378,0.0050251256281407
"1391","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","lateral ventricle",14,4378,0.00319780721790772
"1392","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Piriform area",42,4378,0.00959342165372316
"1393","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Field CA2",5,4378,0.00114207400639561
"1394","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Retrosplenial area, lateral agranular part, layer 2/3",5,4378,0.00114207400639561
"1395","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Posterior limiting nucleus of the thalamus",2,4378,0.000456829602558246
"1396","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Entorhinal area, lateral part, layer 6a",8,4378,0.00182731841023298
"1397","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Temporal association areas, layer 5",11,4378,0.00251256281407035
"1398","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Supplemental somatosensory area, layer 5",10,4378,0.00228414801279123
"1399","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Lobules IV-V",253,4378,0.0577889447236181
"1400","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Superior colliculus, superficial gray layer",3,4378,0.000685244403837369
"1401","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Lateral septal nucleus, ventral part",3,4378,0.000685244403837369
"1402","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Lateral hypothalamic area",4,4378,0.000913659205116492
"1403","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Primary somatosensory area, upper limb, layer 5",3,4378,0.000685244403837369
"1404","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Secondary motor area, layer 2/3",85,4378,0.0194152581087254
"1405","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Ectorhinal area/Layer 6a",4,4378,0.000913659205116492
"1406","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","external capsule",6,4378,0.00137048880767474
"1407","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Ventral auditory area, layer 6a",2,4378,0.000456829602558246
"1408","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Pedunculopontine nucleus",2,4378,0.000456829602558246
"1409","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Primary somatosensory area, mouth, layer 1",5,4378,0.00114207400639561
"1410","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Superior olivary complex, periolivary region",5,4378,0.00114207400639561
"1411","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Agranular insular area, ventral part, layer 2/3",5,4378,0.00114207400639561
"1412","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Paracentral nucleus",3,4378,0.000685244403837369
"1413","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Agranular insular area, dorsal part, layer 1",3,4378,0.000685244403837369
"1414","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Primary visual area, layer 6a",3,4378,0.000685244403837369
"1415","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Retrosplenial area, ventral part, layer 1",5,4378,0.00114207400639561
"1416","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Postpiriform transition area",4,4378,0.000913659205116492
"1417","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","olfactory nerve layer of main olfactory bulb",28,4378,0.00639561443581544
"1418","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Retrosplenial area, ventral part, layer 5",4,4378,0.000913659205116492
"1419","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Fastigial nucleus",17,4378,0.00388305162174509
"1420","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Interposed nucleus",8,4378,0.00182731841023298
"1421","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Dentate gyrus, polymorph layer",9,4378,0.00205573321151211
"1422","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Lingula (I)",10,4378,0.00228414801279123
"1423","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Supplemental somatosensory area, layer 2/3",25,4378,0.00571037003197807
"1424","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","pyramid",5,4378,0.00114207400639561
"1425","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Lobule II",17,4378,0.00388305162174509
"1426","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","choroid plexus",6,4378,0.00137048880767474
"1427","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Primary motor area, Layer 6a",15,4378,0.00342622201918684
"1428","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Striatum",12,4378,0.00274097761534947
"1429","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Temporal association areas, layer 6a",5,4378,0.00114207400639561
"1430","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Simple lobule",134,4378,0.0306075833714025
"1431","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Orbital area, medial part, layer 2/3",13,4378,0.0029693924166286
"1432","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Primary somatosensory area, barrel field, layer 2/3",9,4378,0.00205573321151211
"1433","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Anteromedial nucleus, dorsal part",2,4378,0.000456829602558246
"1434","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Primary somatosensory area, nose, layer 1",2,4378,0.000456829602558246
"1435","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Dentate nucleus",6,4378,0.00137048880767474
"1436","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","cingulum bundle",9,4378,0.00205573321151211
"1437","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Postsubiculum",2,4378,0.000456829602558246
"1438","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Crus 1",64,4378,0.0146185472818639
"1439","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Lateral amygdalar nucleus",9,4378,0.00205573321151211
"1440","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Primary somatosensory area, nose, layer 4",2,4378,0.000456829602558246
"1441","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Medial vestibular nucleus",15,4378,0.00342622201918684
"1442","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Primary somatosensory area, mouth, layer 2/3",15,4378,0.00342622201918684
"1443","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Paramedian lobule",18,4378,0.00411146642302421
"1444","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","posteromedial visual area, layer 2/3",8,4378,0.00182731841023298
"1445","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Secondary motor area, layer 6a",24,4378,0.00548195523069895
"1446","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Supplemental somatosensory area, layer 4",9,4378,0.00205573321151211
"1447","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Ventral auditory area, layer 4",6,4378,0.00137048880767474
"1448","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Reticular nucleus of the thalamus",3,4378,0.000685244403837369
"1449","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Orbital area, lateral part, layer 5",12,4378,0.00274097761534947
"1450","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Primary visual area, layer 5",23,4378,0.00525354042941983
"1451","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Entorhinal area, medial part, dorsal zone, layer 3",9,4378,0.00205573321151211
"1452","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Infralimbic area, layer 5",2,4378,0.000456829602558246
"1453","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Orbital area, ventrolateral part, layer 2/3",20,4378,0.00456829602558246
"1454","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Superior vestibular nucleus",8,4378,0.00182731841023298
"1455","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Inferior colliculus, dorsal nucleus",17,4378,0.00388305162174509
"1456","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Primary auditory area, layer 6a",5,4378,0.00114207400639561
"1457","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Temporal association areas, layer 4",4,4378,0.000913659205116492
"1458","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Primary somatosensory area, lower limb, layer 5",3,4378,0.000685244403837369
"1459","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Pons",10,4378,0.00228414801279123
"1460","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","medial lemniscus",3,4378,0.000685244403837369
"1461","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","posteromedial visual area, layer 5",4,4378,0.000913659205116492
"1462","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Gustatory areas, layer 5",2,4378,0.000456829602558246
"1463","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Entorhinal area, lateral part, layer 2",3,4378,0.000685244403837369
"1464","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Uvula (IX)",102,4378,0.0232983097304705
"1465","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Superior central nucleus raphe",4,4378,0.000913659205116492
"1466","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Primary motor area, Layer 2/3",36,4378,0.00822293284604842
"1467","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Pyramus (VIII)",39,4378,0.00890817724988579
"1468","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Primary somatosensory area, lower limb, layer 2/3",6,4378,0.00137048880767474
"1469","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Substantia nigra, reticular part",4,4378,0.000913659205116492
"1470","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Nucleus of reuniens",2,4378,0.000456829602558246
"1471","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Anterior cingulate area, ventral part, 6a",4,4378,0.000913659205116492
"1472","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Cuneiform nucleus",2,4378,0.000456829602558246
"1473","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Primary auditory area, layer 5",12,4378,0.00274097761534947
"1474","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Orbital area, medial part, layer 1",11,4378,0.00251256281407035
"1475","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Ventral anterior-lateral complex of the thalamus",6,4378,0.00137048880767474
"1476","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Infralimbic area, layer 1",10,4378,0.00228414801279123
"1477","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Retrosplenial area, dorsal part, layer 6a",4,4378,0.000913659205116492
"1478","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Presubiculum",21,4378,0.00479671082686158
"1479","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Anterior olfactory nucleus",45,4378,0.0102786660575605
"1480","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Primary somatosensory area, mouth, layer 6b",2,4378,0.000456829602558246
"1481","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Anterior cingulate area, dorsal part, layer 6a",36,4378,0.00822293284604842
"1482","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Basolateral amygdalar nucleus, anterior part",4,4378,0.000913659205116492
"1483","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Ventral medial nucleus of the thalamus",9,4378,0.00205573321151211
"1484","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Frontal pole, layer 1",11,4378,0.00251256281407035
"1485","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Dorsal auditory area, layer 4",2,4378,0.000456829602558246
"1486","CAGE3811494 ANIMAL1019 CORTCONTROL","Vehicle","Primary somatosensory area, barrel field, layer 4",3,4378,0.000685244403837369
"1487","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","cerebral aqueduct",2,3213,0.000622471210706505
"1488","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Posterior auditory area, layer 5",3,3213,0.000933706816059757
"1489","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","lateral lemniscus",4,3213,0.00124494242141301
"1490","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","dorsal hippocampal commissure",6,3213,0.00186741363211951
"1491","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","crossed tectospinal pathway",7,3213,0.00217864923747277
"1492","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","external capsule",5,3213,0.00155617802676626
"1493","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Lobule III",4,3213,0.00124494242141301
"1494","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Agranular insular area, dorsal part, layer 6a",15,3213,0.00466853408029879
"1495","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Perirhinal area, layer 5",4,3213,0.00124494242141301
"1496","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Secondary motor area, layer 2/3",75,3213,0.0233426704014939
"1497","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","olfactory nerve layer of main olfactory bulb",2,3213,0.000622471210706505
"1498","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Dorsomedial nucleus of the hypothalamus",2,3213,0.000622471210706505
"1499","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Nucleus of the lateral lemniscus",7,3213,0.00217864923747277
"1500","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Entorhinal area, lateral part, layer 2",14,3213,0.00435729847494553
"1501","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Anteroventral preoptic nucleus",2,3213,0.000622471210706505
"1502","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Fundus of striatum",13,3213,0.00404606286959228
"1503","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Copula pyramidis",12,3213,0.00373482726423903
"1504","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Anterior cingulate area, ventral part, layer 1",46,3213,0.0143168378462496
"1505","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Orbital area, lateral part, layer 5",53,3213,0.0164954870837224
"1506","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Spinal nucleus of the trigeminal, interpolar part",5,3213,0.00155617802676626
"1507","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Arcuate hypothalamic nucleus",2,3213,0.000622471210706505
"1508","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Dentate gyrus, molecular layer",6,3213,0.00186741363211951
"1509","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Dorsal premammillary nucleus",2,3213,0.000622471210706505
"1510","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Pontine reticular nucleus, caudal part",4,3213,0.00124494242141301
"1511","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Posterior auditory area, layer 2/3",2,3213,0.000622471210706505
"1512","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","fimbria",5,3213,0.00155617802676626
"1513","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","corpus callosum, posterior forceps",4,3213,0.00124494242141301
"1514","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Entorhinal area, lateral part, layer 1",15,3213,0.00466853408029879
"1515","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Midbrain reticular nucleus",2,3213,0.000622471210706505
"1516","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Prelimbic area, layer 6a",10,3213,0.00311235605353252
"1517","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Lateral preoptic area",7,3213,0.00217864923747277
"1518","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","pyramid",7,3213,0.00217864923747277
"1519","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Basolateral amygdalar nucleus, posterior part",4,3213,0.00124494242141301
"1520","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","posteromedial visual area, layer 2/3",16,3213,0.00497976968565204
"1521","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Parapyramidal nucleus",4,3213,0.00124494242141301
"1522","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Retrosplenial area, dorsal part, layer 5",27,3213,0.00840336134453781
"1523","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","alveus",2,3213,0.000622471210706505
"1524","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Primary motor area, Layer 6a",16,3213,0.00497976968565204
"1525","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Secondary motor area, layer 6a",34,3213,0.0105820105820106
"1526","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Entorhinal area, lateral part, layer 5",7,3213,0.00217864923747277
"1527","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Gustatory areas, layer 5",8,3213,0.00248988484282602
"1528","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Precommissural nucleus",2,3213,0.000622471210706505
"1529","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Retrosplenial area, lateral agranular part, layer 2/3",5,3213,0.00155617802676626
"1530","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Orbital area, medial part, layer 1",9,3213,0.00280112044817927
"1531","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Lateral septal nucleus, rostral (rostroventral) part",13,3213,0.00404606286959228
"1532","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Posterior auditory area, layer 6a",3,3213,0.000933706816059757
"1533","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Bed nuclei of the stria terminalis",13,3213,0.00404606286959228
"1534","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Field CA1",62,3213,0.0192966075319016
"1535","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Striatum",22,3213,0.00684718331777155
"1536","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Magnocellular nucleus",5,3213,0.00155617802676626
"1537","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, upper limb, layer 2/3",2,3213,0.000622471210706505
"1538","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Retrosplenial area, lateral agranular part, layer 5",13,3213,0.00404606286959228
"1539","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Agranular insular area, posterior part, layer 5",2,3213,0.000622471210706505
"1540","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Primary motor area, Layer 1",2,3213,0.000622471210706505
"1541","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Pontine gray",2,3213,0.000622471210706505
"1542","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Hypothalamus",19,3213,0.0059134765017118
"1543","CAGE4094795 ANIMAL01 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, upper limb, layer 4",3,3213,0.000933706816059757
